Date,Month,Year,Open,High,Low,Close,Adj Close,Volume
7/12/2021,7,2021,662.200012,687.23999,662.159973,685.700012,685.700012,25927000
7/13/2021,7,2021,686.320007,693.280029,666.299988,668.539978,668.539978,20966100
7/14/2021,7,2021,670.75,678.609985,652.840027,653.380005,653.380005,21641200
7/15/2021,7,2021,658.390015,666.140015,637.880005,650.599976,650.599976,20209600
7/16/2021,7,2021,654.679993,656.700012,642.200012,644.219971,644.219971,16371000
7/19/2021,7,2021,629.890015,647.200012,621.289978,646.219971,646.219971,21297100
7/20/2021,7,2021,651.98999,662.390015,640.5,660.5,660.5,15487100
7/21/2021,7,2021,659.609985,664.859985,650.289978,655.289978,655.289978,13953300
7/22/2021,7,2021,656.440002,662.169983,644.599976,649.26001,649.26001,15105700
7/23/2021,7,2021,646.359985,648.799988,637.299988,643.380005,643.380005,14604900
7/26/2021,7,2021,650.969971,668.200012,647.109985,657.619995,657.619995,25336600
7/27/2021,7,2021,663.400024,666.5,627.23999,644.780029,644.780029,32813300
7/28/2021,7,2021,647,654.969971,639.400024,646.97998,646.97998,16006600
7/29/2021,7,2021,649.789978,683.690002,648.799988,677.349976,677.349976,30394600
7/30/2021,7,2021,671.76001,697.530029,669,687.200012,687.200012,29600500
8/2/2021,8,2021,700,726.940002,698.400024,709.669983,709.669983,33615800
8/3/2021,8,2021,719,722.650024,701.01001,709.73999,709.73999,21620300
8/4/2021,8,2021,711,724.900024,708.929993,710.919983,710.919983,17002600
8/5/2021,8,2021,716,720.950012,711.409973,714.630005,714.630005,12919600
8/6/2021,8,2021,711.900024,716.330017,697.630005,699.099976,699.099976,15576200
8/9/2021,8,2021,710.169983,719.030029,705.130005,713.76001,713.76001,14715300
8/10/2021,8,2021,713.98999,716.590027,701.880005,709.98999,709.98999,13432300
8/11/2021,8,2021,712.710022,715.179993,704.210022,707.820007,707.820007,9800600
8/12/2021,8,2021,706.340027,722.799988,699.400024,722.25,722.25,17459100
8/13/2021,8,2021,723.710022,729.900024,714.340027,717.169983,717.169983,16698900
8/16/2021,8,2021,705.070007,709.5,676.400024,686.169983,686.169983,22677400
8/17/2021,8,2021,672.659973,674.580017,648.840027,665.710022,665.710022,23721300
8/18/2021,8,2021,669.75,695.77002,669.349976,688.98999,688.98999,20349400
8/19/2021,8,2021,678.210022,686.549988,667.590027,673.469971,673.469971,14313500
8/20/2021,8,2021,682.849976,692.130005,673.700012,680.26001,680.26001,14781800
8/23/2021,8,2021,685.440002,712.130005,680.75,706.299988,706.299988,20264900
8/24/2021,8,2021,710.679993,715.219971,702.640015,708.48999,708.48999,13083100
8/25/2021,8,2021,707.030029,716.969971,704,711.200012,711.200012,12645600
8/26/2021,8,2021,708.309998,715.400024,697.619995,701.159973,701.159973,13214300
8/27/2021,8,2021,705,715,702.099976,711.919983,711.919983,13762100
8/30/2021,8,2021,714.719971,731,712.72998,730.909973,730.909973,18604200
8/31/2021,8,2021,733,740.390015,726.440002,735.719971,735.719971,20855400
9/1/2021,9,2021,734.080017,741.98999,731.27002,734.090027,734.090027,13204300
9/2/2021,9,2021,734.5,740.969971,730.539978,732.390015,732.390015,12777300
9/3/2021,9,2021,732.25,734,724.200012,733.570007,733.570007,15246100
9/7/2021,9,2021,740,760.200012,739.26001,752.919983,752.919983,20039800
